year,month,day,hour
2016,11,28,0
2016,11,28,1
2016,11,28,2
2016,11,28,3
2016,11,28,4
2016,11,28,5
2016,11,28,6
2016,11,28,7
2016,11,28,8
2016,11,28,9
2016,11,28,10
2016,11,28,11
2016,11,28,12
2016,11,28,13
2016,11,28,14
2016,11,28,15
2016,11,28,16
2016,11,28,17
2016,11,28,18
2016,11,28,19
2016,11,28,20
2016,11,28,21
2016,11,28,22
2016,11,28,23
2016,11,29,0
2016,11,29,1
2016,11,29,2
2016,11,29,3
2016,11,29,4
2016,11,29,5
2016,11,29,6
2016,11,29,7
2016,11,29,8
2016,11,29,9
2016,11,29,10
2016,11,29,11
2016,11,29,12
2016,11,29,13
2016,11,29,14
2016,11,29,15
2016,11,29,16
2016,11,29,17
2016,11,29,18
2016,11,29,19
2016,11,29,20
2016,11,29,21
2016,11,29,22
2016,11,29,23
2016,11,30,0
2016,11,30,1
2016,11,30,2
2016,11,30,3
2016,11,30,4
2016,11,30,5
2016,11,30,6
2016,11,30,7
2016,11,30,8
2016,11,30,9
2016,11,30,10
2016,11,30,11
2016,11,30,12
2016,11,30,13
2016,11,30,14
2016,11,30,15
2016,11,30,16
2016,11,30,17
2016,11,30,18
2016,11,30,19
2016,11,30,20
2016,11,30,21
2016,11,30,22
2016,11,30,23
2016,11,1,0
2016,11,1,1
2016,11,1,2
2016,11,1,3
2016,11,1,4
2016,11,1,5
2016,11,1,6
2016,11,1,7
2016,11,1,8
2016,11,1,9
2016,11,1,10
2016,11,1,11
2016,11,1,12
2016,11,1,13
2016,11,1,14
2016,11,1,15
2016,11,1,16
2016,11,1,17
2016,11,1,18
2016,11,1,19
2016,11,1,20
2016,11,1,21
2016,11,1,22
2016,11,1,23
2016,11,2,0
2016,11,2,1
2016,11,2,2
2016,11,2,3
2016,11,2,4
2016,11,2,5
2016,11,2,6
2016,11,2,7
2016,11,2,8
2016,11,2,9
2016,11,2,10
2016,11,2,11
2016,11,2,12
2016,11,2,13
2016,11,2,14
2016,11,2,15
2016,11,2,16
2016,11,2,17
2016,11,2,18
2016,11,2,19
2016,11,2,20
2016,11,2,21
2016,11,2,22
2016,11,2,23
2016,11,3,0
2016,11,3,1
2016,11,3,2
2016,11,3,3
2016,11,3,4
2016,11,3,5
2016,11,3,6
2016,11,3,7
2016,11,3,8
2016,11,3,9
2016,11,3,10
2016,11,3,11
2016,11,3,12
2016,11,3,13
2016,11,3,14
2016,11,3,15
2016,11,3,16
2016,11,3,17
2016,11,3,18
2016,11,3,19
2016,11,3,20
2016,11,3,21
2016,11,3,22
2016,11,3,23
2016,11,4,0
2016,11,4,1
2016,11,4,2
2016,11,4,3
2016,11,4,4
2016,11,4,5
2016,11,4,6
2016,11,4,7
2016,11,4,8
2016,11,4,9
2016,11,4,10
2016,11,4,11
2016,11,4,12
2016,11,4,13
2016,11,4,14
2016,11,4,15
2016,11,4,16
2016,11,4,17
2016,11,4,18
2016,11,4,19
2016,11,4,20
2016,11,4,21
2016,11,4,22
2016,11,4,23
2016,11,5,0
2016,11,5,1
2016,11,5,2
2016,11,5,3
2016,11,5,4
2016,11,5,5
2016,11,5,6
2016,11,5,7
2016,11,5,8
2016,11,5,9
2016,11,5,10
2016,11,5,11
2016,11,5,12
2016,11,5,13
2016,11,5,14
2016,11,5,15
2016,11,5,16
2016,11,5,17
2016,11,5,18
2016,11,5,19
2016,11,5,20
2016,11,5,21
2016,11,5,22
2016,11,5,23
2016,11,6,0
2016,11,6,1
2016,11,6,2
2016,11,6,3
2016,11,6,4
2016,11,6,5
2016,11,6,6
2016,11,6,7
2016,11,6,8
2016,11,6,9
2016,11,6,10
2016,11,6,11
2016,11,6,12
2016,11,6,13
2016,11,6,14
2016,11,6,15
2016,11,6,16
2016,11,6,17
2016,11,6,18
2016,11,6,19
2016,11,6,20
2016,11,6,21
2016,11,6,22
2016,11,6,23
2016,11,7,0
2016,11,7,1
2016,11,7,2
2016,11,7,3
2016,11,7,4
2016,11,7,5
2016,11,7,6
2016,11,7,7
2016,11,7,8
2016,11,7,9
2016,11,7,10
2016,11,7,11
2016,11,7,12
2016,11,7,13
2016,11,7,14
2016,11,7,15
2016,11,7,16
2016,11,7,17
2016,11,7,18
2016,11,7,19
2016,11,7,20
2016,11,7,21
2016,11,7,22
2016,11,7,23
2016,11,8,0
2016,11,8,1
2016,11,8,2
2016,11,8,3
2016,11,8,4
2016,11,8,5
2016,11,8,6
2016,11,8,7
2016,11,8,8
2016,11,8,9
2016,11,8,10
2016,11,8,11
2016,11,8,12
2016,11,8,13
2016,11,8,14
2016,11,8,15
2016,11,8,16
2016,11,8,17
2016,11,8,18
2016,11,8,19
2016,11,8,20
2016,11,8,21
2016,11,8,22
2016,11,8,23
2016,11,9,0
2016,11,9,1
2016,11,9,2
2016,11,9,3
2016,11,9,4
2016,11,9,5
2016,11,9,6
2016,11,9,7
2016,11,9,8
2016,11,9,9
2016,11,9,10
2016,11,9,11
2016,11,9,12
2016,11,9,13
2016,11,9,14
2016,11,9,15
2016,11,9,16
2016,11,9,17
2016,11,9,18
2016,11,9,19
2016,11,9,20
2016,11,9,21
2016,11,9,22
2016,11,9,23
2016,11,10,0
2016,11,10,1
2016,11,10,2
2016,11,10,3
2016,11,10,4
2016,11,10,5
2016,11,10,6
2016,11,10,7
2016,11,10,8
2016,11,10,9
2016,11,10,10
2016,11,10,11
2016,11,10,12
2016,11,10,13
2016,11,10,14
2016,11,10,15
2016,11,10,16
2016,11,10,17
2016,11,10,18
2016,11,10,19
2016,11,10,20
2016,11,10,21
2016,11,10,22
2016,11,10,23
2016,11,11,0
2016,11,11,1
2016,11,11,2
2016,11,11,3
2016,11,11,4
2016,11,11,5
2016,11,11,6
2016,11,11,7
2016,11,11,8
2016,11,11,9
2016,11,11,10
2016,11,11,11
2016,11,11,12
2016,11,11,13
2016,11,11,14
2016,11,11,15
2016,11,11,16
2016,11,11,17
2016,11,11,18
2016,11,11,19
2016,11,11,20
2016,11,11,21
2016,11,11,22
2016,11,11,23
2016,11,12,0
2016,11,12,1
2016,11,12,2
2016,11,12,3
2016,11,12,4
2016,11,12,5
2016,11,12,6
2016,11,12,7
2016,11,12,8
2016,11,12,9
2016,11,12,10
2016,11,12,11
2016,11,12,12
2016,11,12,13
2016,11,12,14
2016,11,12,15
2016,11,12,16
2016,11,12,17
2016,11,12,18
2016,11,12,19
2016,11,12,20
2016,11,12,21
2016,11,12,22
2016,11,12,23
2016,11,13,0
2016,11,13,1
2016,11,13,2
2016,11,13,3
2016,11,13,4
2016,11,13,5
2016,11,13,6
2016,11,13,7
2016,11,13,8
2016,11,13,9
2016,11,13,10
2016,11,13,11
2016,11,13,12
2016,11,13,13
2016,11,13,14
2016,11,13,15
2016,11,13,16
2016,11,13,17
2016,11,13,18
2016,11,13,19
2016,11,13,20
2016,11,13,21
2016,11,13,22
2016,11,13,23
2016,11,14,0
2016,11,14,1
2016,11,14,2
2016,11,14,3
2016,11,14,4
2016,11,14,5
2016,11,14,6
2016,11,14,7
2016,11,14,8
2016,11,14,9
2016,11,14,10
2016,11,14,11
2016,11,14,12
2016,11,14,13
2016,11,14,14
2016,11,14,15
2016,11,14,16
2016,11,14,17
2016,11,14,18
2016,11,14,19
2016,11,14,20
2016,11,14,21
2016,11,14,22
2016,11,14,23
2016,11,15,0
2016,11,15,1
2016,11,15,2
2016,11,15,3
2016,11,15,4
2016,11,15,5
2016,11,15,6
2016,11,15,7
2016,11,15,8
2016,11,15,9
2016,11,15,10
2016,11,15,11
2016,11,15,12
2016,11,15,13
2016,11,15,14
2016,11,15,15
2016,11,15,16
2016,11,15,17
2016,11,15,18
2016,11,15,19
2016,11,15,20
2016,11,15,21
2016,11,15,22
2016,11,15,23
2016,11,16,0
2016,11,16,1
2016,11,16,2
2016,11,16,3
2016,11,16,4
2016,11,16,5
2016,11,16,6
2016,11,16,7
2016,11,16,8
2016,11,16,9
2016,11,16,10
2016,11,16,11
2016,11,16,12
2016,11,16,13
2016,11,16,14
2016,11,16,15
2016,11,16,16
2016,11,16,17
2016,11,16,18
2016,11,16,19
2016,11,16,20
2016,11,16,21
2016,11,16,22
2016,11,16,23
2016,11,17,0
2016,11,17,1
2016,11,17,2
2016,11,17,3
2016,11,17,4
2016,11,17,5
2016,11,17,6
2016,11,17,7
2016,11,17,8
2016,11,17,9
2016,11,17,10
2016,11,17,11
2016,11,17,12
2016,11,17,13
2016,11,17,14
2016,11,17,15
2016,11,17,16
2016,11,17,17
2016,11,17,18
2016,11,17,19
2016,11,17,20
2016,11,17,21
2016,11,17,22
2016,11,17,23
2016,11,18,0
2016,11,18,1
2016,11,18,2
2016,11,18,3
2016,11,18,4
2016,11,18,5
2016,11,18,6
2016,11,18,7
2016,11,18,8
2016,11,18,9
2016,11,18,10
2016,11,18,11
2016,11,18,12
2016,11,18,13
2016,11,18,14
2016,11,18,15
2016,11,18,16
2016,11,18,17
2016,11,18,18
2016,11,18,19
2016,11,18,20
2016,11,18,21
2016,11,18,22
2016,11,18,23
2016,11,19,0
2016,11,19,1
2016,11,19,2
2016,11,19,3
2016,11,19,4
2016,11,19,5
2016,11,19,6
2016,11,19,7
2016,11,19,8
2016,11,19,9
2016,11,19,10
2016,11,19,11
2016,11,19,12
